"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","HUR","TOT","PC_LF","M","2013-05",27.8,
"GRC","HUR","TOT","PC_LF","M","2013-06",27.7,
"GRC","HUR","TOT","PC_LF","M","2013-07",27.9,
"GRC","HUR","TOT","PC_LF","M","2013-08",27.8,
"GRC","HUR","TOT","PC_LF","M","2013-09",27.8,
"GRC","HUR","TOT","PC_LF","M","2013-10",27.6,
"GRC","HUR","TOT","PC_LF","M","2013-11",27.7,
"GRC","HUR","TOT","PC_LF","M","2013-12",27.5,
"GRC","HUR","TOT","PC_LF","M","2014-01",27,
"GRC","HUR","TOT","PC_LF","M","2014-02",27.1,
"GRC","HUR","TOT","PC_LF","M","2014-03",27,
"GRC","HUR","TOT","PC_LF","M","2014-04",27.1,
"GRC","HUR","TOT","PC_LF","M","2014-05",27,
"GRC","HUR","TOT","PC_LF","M","2014-06",26.7,
"GRC","HUR","TOT","PC_LF","M","2014-07",26.4,
"GRC","HUR","TOT","PC_LF","M","2014-08",26.3,
"GRC","HUR","TOT","PC_LF","M","2014-09",26.1,
"GRC","HUR","TOT","PC_LF","M","2014-10",26,
"GRC","HUR","TOT","PC_LF","M","2014-11",25.8,
"GRC","HUR","TOT","PC_LF","M","2014-12",25.8,
"GRC","HUR","TOT","PC_LF","M","2015-01",25.7,
"GRC","HUR","TOT","PC_LF","M","2015-02",25.6,
"GRC","HUR","TOT","PC_LF","M","2015-03",25.9,
"GRC","HUR","TOT","PC_LF","M","2015-04",25.3,
"GRC","HUR","TOT","PC_LF","M","2015-05",24.8,
"GRC","HUR","TOT","PC_LF","M","2015-06",25,
"GRC","HUR","TOT","PC_LF","M","2015-07",25,
"GRC","HUR","TOT","PC_LF","M","2015-08",24.6,
"GRC","HUR","TOT","PC_LF","M","2015-09",24.8,
"GRC","HUR","TOT","PC_LF","M","2015-10",24.6,
"GRC","HUR","TOT","PC_LF","M","2015-11",24.3,
"GRC","HUR","TOT","PC_LF","M","2015-12",24,
"GRC","HUR","TOT","PC_LF","M","2016-01",24.3,
"GRC","HUR","TOT","PC_LF","M","2016-02",23.8,
"GRC","HUR","TOT","PC_LF","M","2016-03",23.8,
"GRC","HUR","TOT","PC_LF","M","2016-04",23.6,
"GRC","HUR","TOT","PC_LF","M","2016-05",23.6,
"GRC","HUR","TOT","PC_LF","M","2016-06",23.5,
"GRC","HUR","TOT","PC_LF","M","2016-07",23.5,
"GRC","HUR","TOT","PC_LF","M","2016-08",23.5,
"GRC","HUR","TOT","PC_LF","M","2016-09",23,
"GRC","HUR","TOT","PC_LF","M","2016-10",23.3,
"GRC","HUR","TOT","PC_LF","M","2016-11",23.3,
"GRC","HUR","TOT","PC_LF","M","2016-12",23.3,
"GRC","HUR","TOT","PC_LF","M","2017-01",23.1,
"GRC","HUR","TOT","PC_LF","M","2017-02",22.4,
"GRC","HUR","TOT","PC_LF","M","2017-03",22,
"GRC","HUR","TOT","PC_LF","M","2017-04",21.8,
"GRC","HUR","TOT","PC_LF","M","2017-05",21.7,
"GRC","HUR","TOT","PC_LF","M","2017-06",21.4,
"GRC","HUR","TOT","PC_LF","M","2017-07",21.2,
"GRC","HUR","TOT","PC_LF","M","2017-08",20.9,
"GRC","HUR","TOT","PC_LF","M","2017-09",20.9,
"GRC","HUR","TOT","PC_LF","M","2017-10",21,
"GRC","HUR","TOT","PC_LF","M","2017-11",20.9,
"GRC","HUR","TOT","PC_LF","M","2017-12",20.8,
"GRC","HUR","TOT","PC_LF","M","2018-01",20.4,
"GRC","HUR","TOT","PC_LF","M","2018-02",20.5,
"GRC","HUR","TOT","PC_LF","M","2018-03",20.1,
"GRC","HUR","TOT","PC_LF","M","2018-04",19.8,
"GRC","HUR","TOT","PC_LF","M","2018-05",19.5,
"GRC","HUR","TOT","PC_LF","M","2018-06",19.3,
"GRC","HUR","TOT","PC_LF","M","2018-07",19.2,
"GRC","HUR","TOT","PC_LF","M","2018-08",19,
"GRC","HUR","TOT","PC_LF","M","2018-09",18.8,
"GRC","HUR","TOT","PC_LF","M","2018-10",18.6,
"GRC","HUR","TOT","PC_LF","M","2018-11",18.5,
"GRC","HUR","TOT","PC_LF","M","2018-12",18.4,
"GRC","HUR","TOT","PC_LF","M","2019-01",18.5,
"GRC","HUR","TOT","PC_LF","M","2019-02",18.4,
"GRC","HUR","TOT","PC_LF","M","2019-03",18.1,
"GRC","HUR","TOT","PC_LF","M","2019-04",17.6,
"GRC","HUR","TOT","PC_LF","M","2019-05",17.2,
"GRC","HUR","TOT","PC_LF","M","2019-06",17.1,
"GRC","HUR","TOT","PC_LF","M","2019-07",17.1,
"GRC","HUR","TOT","PC_LF","M","2019-08",16.9,
"GRC","HUR","TOT","PC_LF","M","2019-09",16.9,
"GRC","HUR","TOT","PC_LF","M","2019-10",16.7,
"GRC","HUR","TOT","PC_LF","M","2019-11",16.7,
"GRC","HUR","TOT","PC_LF","M","2019-12",16.4,
"GRC","HUR","TOT","PC_LF","M","2020-01",16.1,
"GRC","HUR","TOT","PC_LF","M","2020-02",15.9,
"GRC","HUR","TOT","PC_LF","M","2020-03",15.6,
"GRC","HUR","TOT","PC_LF","M","2020-04",15.7,
"GRC","HUR","TOT","PC_LF","M","2020-05",17.7,
"GRC","HUR","TOT","PC_LF","M","2020-06",17.5,
"GRC","HUR","TOT","PC_LF","M","2020-07",17,
"GRC","HUR","TOT","PC_LF","M","2020-08",16.8,
"HUN","HUR","TOT","PC_LF","M","2005-01",6.6,
"HUN","HUR","TOT","PC_LF","M","2005-02",6.8,
"HUN","HUR","TOT","PC_LF","M","2005-03",6.9,
"HUN","HUR","TOT","PC_LF","M","2005-04",7.1,
"HUN","HUR","TOT","PC_LF","M","2005-05",7.2,
"HUN","HUR","TOT","PC_LF","M","2005-06",7.2,
"HUN","HUR","TOT","PC_LF","M","2005-07",7.3,
"HUN","HUR","TOT","PC_LF","M","2005-08",7.4,
"HUN","HUR","TOT","PC_LF","M","2005-09",7.4,
"HUN","HUR","TOT","PC_LF","M","2005-10",7.4,
"HUN","HUR","TOT","PC_LF","M","2005-11",7.4,
"HUN","HUR","TOT","PC_LF","M","2005-12",7.4,
"HUN","HUR","TOT","PC_LF","M","2006-01",7.5,
"HUN","HUR","TOT","PC_LF","M","2006-02",7.3,
"HUN","HUR","TOT","PC_LF","M","2006-03",7.3,
"HUN","HUR","TOT","PC_LF","M","2006-04",7.2,
"HUN","HUR","TOT","PC_LF","M","2006-05",7.3,
"HUN","HUR","TOT","PC_LF","M","2006-06",7.5,
"HUN","HUR","TOT","PC_LF","M","2006-07",7.5,
"HUN","HUR","TOT","PC_LF","M","2006-08",7.6,
"HUN","HUR","TOT","PC_LF","M","2006-09",7.6,
"HUN","HUR","TOT","PC_LF","M","2006-10",7.7,
"HUN","HUR","TOT","PC_LF","M","2006-11",7.6,
"HUN","HUR","TOT","PC_LF","M","2006-12",7.4,
"HUN","HUR","TOT","PC_LF","M","2007-01",7.1,
"HUN","HUR","TOT","PC_LF","M","2007-02",7.1,
"HUN","HUR","TOT","PC_LF","M","2007-03",7.2,
"HUN","HUR","TOT","PC_LF","M","2007-04",7.2,
"HUN","HUR","TOT","PC_LF","M","2007-05",7.1,
"HUN","HUR","TOT","PC_LF","M","2007-06",7.2,
"HUN","HUR","TOT","PC_LF","M","2007-07",7.3,
"HUN","HUR","TOT","PC_LF","M","2007-08",7.3,
"HUN","HUR","TOT","PC_LF","M","2007-09",7.5,
"HUN","HUR","TOT","PC_LF","M","2007-10",7.6,
"HUN","HUR","TOT","PC_LF","M","2007-11",7.9,
"HUN","HUR","TOT","PC_LF","M","2007-12",8,
"HUN","HUR","TOT","PC_LF","M","2008-01",7.8,
"HUN","HUR","TOT","PC_LF","M","2008-02",7.6,
"HUN","HUR","TOT","PC_LF","M","2008-03",7.5,
"HUN","HUR","TOT","PC_LF","M","2008-04",7.6,
"HUN","HUR","TOT","PC_LF","M","2008-05",7.7,
"HUN","HUR","TOT","PC_LF","M","2008-06",7.6,
"HUN","HUR","TOT","PC_LF","M","2008-07",7.6,
"HUN","HUR","TOT","PC_LF","M","2008-08",7.8,
"HUN","HUR","TOT","PC_LF","M","2008-09",7.9,
"HUN","HUR","TOT","PC_LF","M","2008-10",8,
"HUN","HUR","TOT","PC_LF","M","2008-11",8.2,
"HUN","HUR","TOT","PC_LF","M","2008-12",8.4,
"HUN","HUR","TOT","PC_LF","M","2009-01",8.9,
"HUN","HUR","TOT","PC_LF","M","2009-02",9.3,
"HUN","HUR","TOT","PC_LF","M","2009-03",9.6,
"HUN","HUR","TOT","PC_LF","M","2009-04",9.7,
"HUN","HUR","TOT","PC_LF","M","2009-05",9.7,
"HUN","HUR","TOT","PC_LF","M","2009-06",9.9,
"HUN","HUR","TOT","PC_LF","M","2009-07",10.2,
"HUN","HUR","TOT","PC_LF","M","2009-08",10.5,
"HUN","HUR","TOT","PC_LF","M","2009-09",10.6,
"HUN","HUR","TOT","PC_LF","M","2009-10",10.7,
"HUN","HUR","TOT","PC_LF","M","2009-11",10.6,
"HUN","HUR","TOT","PC_LF","M","2009-12",10.8,
"HUN","HUR","TOT","PC_LF","M","2010-01",11,
"HUN","HUR","TOT","PC_LF","M","2010-02",11.3,
"HUN","HUR","TOT","PC_LF","M","2010-03",11.4,
"HUN","HUR","TOT","PC_LF","M","2010-04",11.3,
"HUN","HUR","TOT","PC_LF","M","2010-05",11.3,
"HUN","HUR","TOT","PC_LF","M","2010-06",11.2,
"HUN","HUR","TOT","PC_LF","M","2010-07",11.2,
"HUN","HUR","TOT","PC_LF","M","2010-08",11.1,
"HUN","HUR","TOT","PC_LF","M","2010-09",11.1,
"HUN","HUR","TOT","PC_LF","M","2010-10",11,
"HUN","HUR","TOT","PC_LF","M","2010-11",11,
"HUN","HUR","TOT","PC_LF","M","2010-12",11.1,
"HUN","HUR","TOT","PC_LF","M","2011-01",11.3,
"HUN","HUR","TOT","PC_LF","M","2011-02",11.3,
"HUN","HUR","TOT","PC_LF","M","2011-03",11.2,
"HUN","HUR","TOT","PC_LF","M","2011-04",11,
"HUN","HUR","TOT","PC_LF","M","2011-05",11,
"HUN","HUR","TOT","PC_LF","M","2011-06",11,
"HUN","HUR","TOT","PC_LF","M","2011-07",11,
"HUN","HUR","TOT","PC_LF","M","2011-08",10.9,
"HUN","HUR","TOT","PC_LF","M","2011-09",11.1,
"HUN","HUR","TOT","PC_LF","M","2011-10",11,
"HUN","HUR","TOT","PC_LF","M","2011-11",10.9,
"HUN","HUR","TOT","PC_LF","M","2011-12",11.1,
"HUN","HUR","TOT","PC_LF","M","2012-01",11.3,
"HUN","HUR","TOT","PC_LF","M","2012-02",11.4,
"HUN","HUR","TOT","PC_LF","M","2012-03",11.3,
"HUN","HUR","TOT","PC_LF","M","2012-04",11.2,
"HUN","HUR","TOT","PC_LF","M","2012-05",11.1,
"HUN","HUR","TOT","PC_LF","M","2012-06",10.9,
"HUN","HUR","TOT","PC_LF","M","2012-07",10.7,
"HUN","HUR","TOT","PC_LF","M","2012-08",10.7,
"HUN","HUR","TOT","PC_LF","M","2012-09",10.7,
"HUN","HUR","TOT","PC_LF","M","2012-10",10.9,
"HUN","HUR","TOT","PC_LF","M","2012-11",10.8,
"HUN","HUR","TOT","PC_LF","M","2012-12",11,
"HUN","HUR","TOT","PC_LF","M","2013-01",11.1,
"HUN","HUR","TOT","PC_LF","M","2013-02",11.1,
"HUN","HUR","TOT","PC_LF","M","2013-03",10.5,
"HUN","HUR","TOT","PC_LF","M","2013-04",10.4,
"HUN","HUR","TOT","PC_LF","M","2013-05",10.3,
"HUN","HUR","TOT","PC_LF","M","2013-06",10.2,
"HUN","HUR","TOT","PC_LF","M","2013-07",10.1,
"HUN","HUR","TOT","PC_LF","M","2013-08",10,
"HUN","HUR","TOT","PC_LF","M","2013-09",9.9,
"HUN","HUR","TOT","PC_LF","M","2013-10",9.5,
"HUN","HUR","TOT","PC_LF","M","2013-11",9.3,
"HUN","HUR","TOT","PC_LF","M","2013-12",8.7,
"HUN","HUR","TOT","PC_LF","M","2014-01",8.2,
"HUN","HUR","TOT","PC_LF","M","2014-02",7.9,
"HUN","HUR","TOT","PC_LF","M","2014-03",7.8,
"HUN","HUR","TOT","PC_LF","M","2014-04",8,
"HUN","HUR","TOT","PC_LF","M","2014-05",8.2,
"HUN","HUR","TOT","PC_LF","M","2014-06",8.1,
"HUN","HUR","TOT","PC_LF","M","2014-07",7.8,
"HUN","HUR","TOT","PC_LF","M","2014-08",7.5,
"HUN","HUR","TOT","PC_LF","M","2014-09",7.2,
"HUN","HUR","TOT","PC_LF","M","2014-10",7.3,
"HUN","HUR","TOT","PC_LF","M","2014-11",7.3,
"HUN","HUR","TOT","PC_LF","M","2014-12",7.4,
"HUN","HUR","TOT","PC_LF","M","2015-01",7.5,
"HUN","HUR","TOT","PC_LF","M","2015-02",7.4,
"HUN","HUR","TOT","PC_LF","M","2015-03",7.3,
"HUN","HUR","TOT","PC_LF","M","2015-04",7.1,
"HUN","HUR","TOT","PC_LF","M","2015-05",7,
"HUN","HUR","TOT","PC_LF","M","2015-06",6.9,
"HUN","HUR","TOT","PC_LF","M","2015-07",6.8,
"HUN","HUR","TOT","PC_LF","M","2015-08",6.5,
"HUN","HUR","TOT","PC_LF","M","2015-09",6.5,
"HUN","HUR","TOT","PC_LF","M","2015-10",6.4,
"HUN","HUR","TOT","PC_LF","M","2015-11",6.3,
"HUN","HUR","TOT","PC_LF","M","2015-12",6.2,
"HUN","HUR","TOT","PC_LF","M","2016-01",5.9,
"HUN","HUR","TOT","PC_LF","M","2016-02",5.7,
"HUN","HUR","TOT","PC_LF","M","2016-03",5.6,
"HUN","HUR","TOT","PC_LF","M","2016-04",5.4,
"HUN","HUR","TOT","PC_LF","M","2016-05",5.2,
"HUN","HUR","TOT","PC_LF","M","2016-06",5.1,
"HUN","HUR","TOT","PC_LF","M","2016-07",5,
"HUN","HUR","TOT","PC_LF","M","2016-08",4.9,
"HUN","HUR","TOT","PC_LF","M","2016-09",4.8,
"HUN","HUR","TOT","PC_LF","M","2016-10",4.6,
"HUN","HUR","TOT","PC_LF","M","2016-11",4.5,
"HUN","HUR","TOT","PC_LF","M","2016-12",4.3,
"HUN","HUR","TOT","PC_LF","M","2017-01",4.3,
"HUN","HUR","TOT","PC_LF","M","2017-02",4.3,
"HUN","HUR","TOT","PC_LF","M","2017-03",4.4,
"HUN","HUR","TOT","PC_LF","M","2017-04",4.4,
"HUN","HUR","TOT","PC_LF","M","2017-05",4.4,
"HUN","HUR","TOT","PC_LF","M","2017-06",4.3,
"HUN","HUR","TOT","PC_LF","M","2017-07",4.3,
"HUN","HUR","TOT","PC_LF","M","2017-08",4.1,
"HUN","HUR","TOT","PC_LF","M","2017-09",4,
"HUN","HUR","TOT","PC_LF","M","2017-10",3.9,
"HUN","HUR","TOT","PC_LF","M","2017-11",3.9,
"HUN","HUR","TOT","PC_LF","M","2017-12",3.8,
"HUN","HUR","TOT","PC_LF","M","2018-01",3.7,
"HUN","HUR","TOT","PC_LF","M","2018-02",3.7,
"HUN","HUR","TOT","PC_LF","M","2018-03",3.7,
"HUN","HUR","TOT","PC_LF","M","2018-04",3.7,
"HUN","HUR","TOT","PC_LF","M","2018-05",3.7,
"HUN","HUR","TOT","PC_LF","M","2018-06",3.7,
"HUN","HUR","TOT","PC_LF","M","2018-07",3.7,
"HUN","HUR","TOT","PC_LF","M","2018-08",3.8,
"HUN","HUR","TOT","PC_LF","M","2018-09",3.7,
"HUN","HUR","TOT","PC_LF","M","2018-10",3.7,
"HUN","HUR","TOT","PC_LF","M","2018-11",3.7,
"HUN","HUR","TOT","PC_LF","M","2018-12",3.6,
"HUN","HUR","TOT","PC_LF","M","2019-01",3.5,
"HUN","HUR","TOT","PC_LF","M","2019-02",3.4,
"HUN","HUR","TOT","PC_LF","M","2019-03",3.4,
"HUN","HUR","TOT","PC_LF","M","2019-04",3.4,
"HUN","HUR","TOT","PC_LF","M","2019-05",3.4,
"HUN","HUR","TOT","PC_LF","M","2019-06",3.5,
"HUN","HUR","TOT","PC_LF","M","2019-07",3.4,
"HUN","HUR","TOT","PC_LF","M","2019-08",3.5,
"HUN","HUR","TOT","PC_LF","M","2019-09",3.5,
"HUN","HUR","TOT","PC_LF","M","2019-10",3.6,
"HUN","HUR","TOT","PC_LF","M","2019-11",3.4,
"HUN","HUR","TOT","PC_LF","M","2019-12",3.4,
"HUN","HUR","TOT","PC_LF","M","2020-01",3.4,
"HUN","HUR","TOT","PC_LF","M","2020-02",3.6,
"HUN","HUR","TOT","PC_LF","M","2020-03",3.7,
"HUN","HUR","TOT","PC_LF","M","2020-04",4.1,
"HUN","HUR","TOT","PC_LF","M","2020-05",4.8,
"HUN","HUR","TOT","PC_LF","M","2020-06",4.9,
"HUN","HUR","TOT","PC_LF","M","2020-07",4.6,
"HUN","HUR","TOT","PC_LF","M","2020-08",4.4,
"HUN","HUR","TOT","PC_LF","M","2020-09",4.4,
"ISL","HUR","TOT","PC_LF","M","2005-01",2.8,
"ISL","HUR","TOT","PC_LF","M","2005-02",2.7,
"ISL","HUR","TOT","PC_LF","M","2005-03",2.6,
"ISL","HUR","TOT","PC_LF","M","2005-04",2.6,
"ISL","HUR","TOT","PC_LF","M","2005-05",2.6,
"ISL","HUR","TOT","PC_LF","M","2005-06",2.6,
"ISL","HUR","TOT","PC_LF","M","2005-07",2.6,
"ISL","HUR","TOT","PC_LF","M","2005-08",2.6,
"ISL","HUR","TOT","PC_LF","M","2005-09",2.6,
"ISL","HUR","TOT","PC_LF","M","2005-10",2.7,
"ISL","HUR","TOT","PC_LF","M","2005-11",2.7,
"ISL","HUR","TOT","PC_LF","M","2005-12",2.6,
"ISL","HUR","TOT","PC_LF","M","2006-01",2.6,
"ISL","HUR","TOT","PC_LF","M","2006-02",2.6,
"ISL","HUR","TOT","PC_LF","M","2006-03",2.7,
"ISL","HUR","TOT","PC_LF","M","2006-04",2.7,
"ISL","HUR","TOT","PC_LF","M","2006-05",2.8,
"ISL","HUR","TOT","PC_LF","M","2006-06",2.8,
"ISL","HUR","TOT","PC_LF","M","2006-07",2.8,
"ISL","HUR","TOT","PC_LF","M","2006-08",2.8,
"ISL","HUR","TOT","PC_LF","M","2006-09",2.8,
"ISL","HUR","TOT","PC_LF","M","2006-10",2.7,
"ISL","HUR","TOT","PC_LF","M","2006-11",2.7,
"ISL","HUR","TOT","PC_LF","M","2006-12",2.6,
"ISL","HUR","TOT","PC_LF","M","2007-01",2.5,
"ISL","HUR","TOT","PC_LF","M","2007-02",2.4,
"ISL","HUR","TOT","PC_LF","M","2007-03",2.4,
"ISL","HUR","TOT","PC_LF","M","2007-04",2.4,
"ISL","HUR","TOT","PC_LF","M","2007-05",2.4,
"ISL","HUR","TOT","PC_LF","M","2007-06",2.4,
"ISL","HUR","TOT","PC_LF","M","2007-07",2.4,
"ISL","HUR","TOT","PC_LF","M","2007-08",2.4,
"ISL","HUR","TOT","PC_LF","M","2007-09",2.4,
"ISL","HUR","TOT","PC_LF","M","2007-10",2.3,
"ISL","HUR","TOT","PC_LF","M","2007-11",2.3,
"ISL","HUR","TOT","PC_LF","M","2007-12",2.4,
"ISL","HUR","TOT","PC_LF","M","2008-01",2.4,
"ISL","HUR","TOT","PC_LF","M","2008-02",2.4,
"ISL","HUR","TOT","PC_LF","M","2008-03",2.4,
"ISL","HUR","TOT","PC_LF","M","2008-04",2.4,
"ISL","HUR","TOT","PC_LF","M","2008-05",2.4,
"ISL","HUR","TOT","PC_LF","M","2008-06",2.5,
"ISL","HUR","TOT","PC_LF","M","2008-07",3.6,
"ISL","HUR","TOT","PC_LF","M","2008-08",3.7,
"ISL","HUR","TOT","PC_LF","M","2008-09",3.8,
"ISL","HUR","TOT","PC_LF","M","2008-10",4.1,
"ISL","HUR","TOT","PC_LF","M","2008-11",5.3,
"ISL","HUR","TOT","PC_LF","M","2008-12",5.6,
"ISL","HUR","TOT","PC_LF","M","2009-01",6,
"ISL","HUR","TOT","PC_LF","M","2009-02",6.4,
"ISL","HUR","TOT","PC_LF","M","2009-03",6.7,
"ISL","HUR","TOT","PC_LF","M","2009-04",6.9,
"ISL","HUR","TOT","PC_LF","M","2009-05",7.1,
"ISL","HUR","TOT","PC_LF","M","2009-06",7.2,
"ISL","HUR","TOT","PC_LF","M","2009-07",7.2,
"ISL","HUR","TOT","PC_LF","M","2009-08",7.3,
"ISL","HUR","TOT","PC_LF","M","2009-09",7.3,
"ISL","HUR","TOT","PC_LF","M","2009-10",7.4,
"ISL","HUR","TOT","PC_LF","M","2009-11",7.4,
"ISL","HUR","TOT","PC_LF","M","2009-12",7.5,
"ISL","HUR","TOT","PC_LF","M","2010-01",7.5,
"ISL","HUR","TOT","PC_LF","M","2010-02",7.6,
"ISL","HUR","TOT","PC_LF","M","2010-03",7.6,
"ISL","HUR","TOT","PC_LF","M","2010-04",7.6,
"ISL","HUR","TOT","PC_LF","M","2010-05",7.6,
"ISL","HUR","TOT","PC_LF","M","2010-06",7.6,
"ISL","HUR","TOT","PC_LF","M","2010-07",7.6,
"ISL","HUR","TOT","PC_LF","M","2010-08",7.5,
"ISL","HUR","TOT","PC_LF","M","2010-09",7.6,
"ISL","HUR","TOT","PC_LF","M","2010-10",7.6,
"ISL","HUR","TOT","PC_LF","M","2010-11",7.7,
"ISL","HUR","TOT","PC_LF","M","2010-12",7.7,
"ISL","HUR","TOT","PC_LF","M","2011-01",7.6,
"ISL","HUR","TOT","PC_LF","M","2011-02",7.6,
"ISL","HUR","TOT","PC_LF","M","2011-03",7.5,
"ISL","HUR","TOT","PC_LF","M","2011-04",7.4,
"ISL","HUR","TOT","PC_LF","M","2011-05",7.2,
"ISL","HUR","TOT","PC_LF","M","2011-06",7,
"ISL","HUR","TOT","PC_LF","M","2011-07",6.9,
"ISL","HUR","TOT","PC_LF","M","2011-08",6.8,
"ISL","HUR","TOT","PC_LF","M","2011-09",6.8,
"ISL","HUR","TOT","PC_LF","M","2011-10",6.7,
"ISL","HUR","TOT","PC_LF","M","2011-11",6.7,
"ISL","HUR","TOT","PC_LF","M","2011-12",6.6,
"ISL","HUR","TOT","PC_LF","M","2012-01",6.6,
"ISL","HUR","TOT","PC_LF","M","2012-02",6.6,
"ISL","HUR","TOT","PC_LF","M","2012-03",6.5,
"ISL","HUR","TOT","PC_LF","M","2012-04",6.3,
"ISL","HUR","TOT","PC_LF","M","2012-05",6.2,
"ISL","HUR","TOT","PC_LF","M","2012-06",6,
"ISL","HUR","TOT","PC_LF","M","2012-07",6,
"ISL","HUR","TOT","PC_LF","M","2012-08",5.9,
"ISL","HUR","TOT","PC_LF","M","2012-09",5.8,
"ISL","HUR","TOT","PC_LF","M","2012-10",5.7,
"ISL","HUR","TOT","PC_LF","M","2012-11",5.7,
"ISL","HUR","TOT","PC_LF","M","2012-12",5.6,
"ISL","HUR","TOT","PC_LF","M","2013-01",5.6,
"ISL","HUR","TOT","PC_LF","M","2013-02",5.6,
"ISL","HUR","TOT","PC_LF","M","2013-03",5.6,
"ISL","HUR","TOT","PC_LF","M","2013-04",5.5,
"ISL","HUR","TOT","PC_LF","M","2013-05",5.5,
"ISL","HUR","TOT","PC_LF","M","2013-06",5.5,
"ISL","HUR","TOT","PC_LF","M","2013-07",5.4,
"ISL","HUR","TOT","PC_LF","M","2013-08",5.4,
"ISL","HUR","TOT","PC_LF","M","2013-09",5.3,
"ISL","HUR","TOT","PC_LF","M","2013-10",5.3,
"ISL","HUR","TOT","PC_LF","M","2013-11",5.3,
"ISL","HUR","TOT","PC_LF","M","2013-12",5.2,
"ISL","HUR","TOT","PC_LF","M","2014-01",5.2,
"ISL","HUR","TOT","PC_LF","M","2014-02",5.2,
"ISL","HUR","TOT","PC_LF","M","2014-03",5.1,
"ISL","HUR","TOT","PC_LF","M","2014-04",5,
"ISL","HUR","TOT","PC_LF","M","2014-05",4.9,
"ISL","HUR","TOT","PC_LF","M","2014-06",4.8,
"ISL","HUR","TOT","PC_LF","M","2014-07",4.8,
"ISL","HUR","TOT","PC_LF","M","2014-08",4.7,
"ISL","HUR","TOT","PC_LF","M","2014-09",4.6,
"ISL","HUR","TOT","PC_LF","M","2014-10",4.6,
"ISL","HUR","TOT","PC_LF","M","2014-11",4.5,
"ISL","HUR","TOT","PC_LF","M","2014-12",4.4,
"ISL","HUR","TOT","PC_LF","M","2015-01",4.4,
"ISL","HUR","TOT","PC_LF","M","2015-02",4.3,
"ISL","HUR","TOT","PC_LF","M","2015-03",4.2,
"ISL","HUR","TOT","PC_LF","M","2015-04",4.1,
"ISL","HUR","TOT","PC_LF","M","2015-05",4,
"ISL","HUR","TOT","PC_LF","M","2015-06",4,
"ISL","HUR","TOT","PC_LF","M","2015-07",3.9,
"ISL","HUR","TOT","PC_LF","M","2015-08",3.9,
"ISL","HUR","TOT","PC_LF","M","2015-09",3.8,
"ISL","HUR","TOT","PC_LF","M","2015-10",3.7,
"ISL","HUR","TOT","PC_LF","M","2015-11",3.5,
"ISL","HUR","TOT","PC_LF","M","2015-12",3.4,
"ISL","HUR","TOT","PC_LF","M","2016-01",3.3,
"ISL","HUR","TOT","PC_LF","M","2016-02",3.2,
"ISL","HUR","TOT","PC_LF","M","2016-03",3.2,
"ISL","HUR","TOT","PC_LF","M","2016-04",3.1,
"ISL","HUR","TOT","PC_LF","M","2016-05",3.1,
"ISL","HUR","TOT","PC_LF","M","2016-06",3,
"ISL","HUR","TOT","PC_LF","M","2016-07",3,
"ISL","HUR","TOT","PC_LF","M","2016-08",3,
"ISL","HUR","TOT","PC_LF","M","2016-09",3,
"ISL","HUR","TOT","PC_LF","M","2016-10",3,
"ISL","HUR","TOT","PC_LF","M","2016-11",3,
"ISL","HUR","TOT","PC_LF","M","2016-12",3,
"ISL","HUR","TOT","PC_LF","M","2017-01",3,
"ISL","HUR","TOT","PC_LF","M","2017-02",2.9,
"ISL","HUR","TOT","PC_LF","M","2017-03",2.8,
"ISL","HUR","TOT","PC_LF","M","2017-04",2.8,
"ISL","HUR","TOT","PC_LF","M","2017-05",2.8,
"ISL","HUR","TOT","PC_LF","M","2017-06",2.8,
"ISL","HUR","TOT","PC_LF","M","2017-07",2.9,
"ISL","HUR","TOT","PC_LF","M","2017-08",2.9,
"ISL","HUR","TOT","PC_LF","M","2017-09",2.9,
"ISL","HUR","TOT","PC_LF","M","2017-10",2.9,
"ISL","HUR","TOT","PC_LF","M","2017-11",2.9,
"ISL","HUR","TOT","PC_LF","M","2017-12",2.9,
"ISL","HUR","TOT","PC_LF","M","2018-01",2.9,
"ISL","HUR","TOT","PC_LF","M","2018-02",2.8,
"ISL","HUR","TOT","PC_LF","M","2018-03",2.8,
"ISL","HUR","TOT","PC_LF","M","2018-04",2.8,
"ISL","HUR","TOT","PC_LF","M","2018-05",2.8,
"ISL","HUR","TOT","PC_LF","M","2018-06",2.8,
"ISL","HUR","TOT","PC_LF","M","2018-07",2.8,
"ISL","HUR","TOT","PC_LF","M","2018-08",2.8,
"ISL","HUR","TOT","PC_LF","M","2018-09",2.8,
"ISL","HUR","TOT","PC_LF","M","2018-10",2.8,
"ISL","HUR","TOT","PC_LF","M","2018-11",2.8,
"ISL","HUR","TOT","PC_LF","M","2018-12",2.9,
"ISL","HUR","TOT","PC_LF","M","2019-01",2.9,
"ISL","HUR","TOT","PC_LF","M","2019-02",3,
"ISL","HUR","TOT","PC_LF","M","2019-03",3.1,
"ISL","HUR","TOT","PC_LF","M","2019-04",3.2,
"ISL","HUR","TOT","PC_LF","M","2019-05",3.3,
"ISL","HUR","TOT","PC_LF","M","2019-06",3.4,
"ISL","HUR","TOT","PC_LF","M","2019-07",3.5,
